p_partkey,p_name,p_mfgr,p_category,p_brand1,p_color,p_type,p_size,p_container
4901,peach ivory,MFGR#5,MFGR#53,MFGR#536,navajo,LARGE POLISHED COPPER,44,LG DRUM
4902,firebrick smoke,MFGR#1,MFGR#12,MFGR#1214,dark,MEDIUM BRUSHED NICKEL,4,MED DRUM
4903,metallic coral,MFGR#5,MFGR#51,MFGR#5134,lace,PROMO BURNISHED TIN,44,WRAP BAG
4904,chiffon gainsboro,MFGR#1,MFGR#13,MFGR#131,blue,SMALL BURNISHED TIN,11,LG DRUM
4905,beige metallic,MFGR#1,MFGR#13,MFGR#1328,rosy,STANDARD BURNISHED BRASS,42,MED PKG
4906,burnished goldenrod,MFGR#3,MFGR#31,MFGR#3121,mint,LARGE PLATED COPPER,23,MED BAG
4907,linen gainsboro,MFGR#3,MFGR#35,MFGR#352,puff,STANDARD PLATED NICKEL,46,SM DRUM
4908,blue chartreuse,MFGR#4,MFGR#43,MFGR#4321,sky,LARGE POLISHED COPPER,17,MED BAG
4909,cyan chartreuse,MFGR#5,MFGR#55,MFGR#5524,honeydew,MEDIUM PLATED STEEL,18,SM PKG
4910,thistle blush,MFGR#5,MFGR#52,MFGR#5224,khaki,LARGE PLATED BRASS,5,WRAP DRUM
4911,lemon lawn,MFGR#2,MFGR#21,MFGR#2125,rosy,MEDIUM BURNISHED TIN,26,WRAP DRUM
4912,deep magenta,MFGR#1,MFGR#14,MFGR#1429,navy,SMALL BRUSHED BRASS,12,MED PKG
4913,indian goldenrod,MFGR#5,MFGR#53,MFGR#5326,turquoise,PROMO ANODIZED COPPER,25,LG CASE
4914,white cream,MFGR#1,MFGR#15,MFGR#1526,lavender,STANDARD BRUSHED BRASS,7,LG JAR
4915,pink drab,MFGR#4,MFGR#43,MFGR#4338,lace,LARGE PLATED TIN,1,WRAP DRUM
4916,slate sky,MFGR#5,MFGR#52,MFGR#5236,lavender,LARGE ANODIZED TIN,15,SM BAG
4917,blue pink,MFGR#2,MFGR#23,MFGR#2322,puff,SMALL POLISHED NICKEL,12,JUMBO BOX
4918,blue cornflower,MFGR#2,MFGR#22,MFGR#2220,forest,ECONOMY BRUSHED TIN,45,LG BAG
4919,dodger misty,MFGR#1,MFGR#11,MFGR#1124,deep,SMALL BURNISHED NICKEL,10,SM DRUM
4920,saddle azure,MFGR#4,MFGR#42,MFGR#4236,blanched,LARGE BRUSHED STEEL,41,WRAP DRUM
4921,snow burlywood,MFGR#4,MFGR#44,MFGR#447,wheat,MEDIUM BRUSHED NICKEL,46,LG CASE
4922,pale lavender,MFGR#1,MFGR#12,MFGR#1224,brown,PROMO POLISHED TIN,22,SM PKG
4923,plum puff,MFGR#2,MFGR#22,MFGR#221,snow,STANDARD POLISHED STEEL,26,MED BAG
4924,chartreuse cornsilk,MFGR#2,MFGR#22,MFGR#2234,pink,LARGE BURNISHED STEEL,30,SM BAG
4925,navy azure,MFGR#2,MFGR#21,MFGR#2132,rose,STANDARD POLISHED BRASS,17,WRAP BAG
4926,ghost sienna,MFGR#3,MFGR#31,MFGR#317,chartreuse,ECONOMY BRUSHED NICKEL,40,SM DRUM
4927,goldenrod ivory,MFGR#3,MFGR#31,MFGR#3128,chiffon,LARGE ANODIZED COPPER,39,SM BAG
4928,aquamarine indian,MFGR#4,MFGR#45,MFGR#4527,deep,SMALL ANODIZED NICKEL,17,SM BAG
4929,green maroon,MFGR#1,MFGR#11,MFGR#1126,powder,LARGE BRUSHED NICKEL,34,WRAP DRUM
4930,snow blush,MFGR#2,MFGR#22,MFGR#2229,seashell,STANDARD PLATED BRASS,42,SM BOX
4931,dark moccasin,MFGR#1,MFGR#11,MFGR#1116,medium,ECONOMY POLISHED NICKEL,25,LG BOX
4932,deep yellow,MFGR#4,MFGR#44,MFGR#4411,cream,MEDIUM PLATED COPPER,28,MED PACK
4933,aquamarine brown,MFGR#5,MFGR#54,MFGR#5416,antique,ECONOMY BURNISHED STEEL,35,MED PKG
4934,cornsilk hot,MFGR#5,MFGR#53,MFGR#5339,antique,PROMO ANODIZED TIN,14,WRAP BOX
4935,frosted moccasin,MFGR#3,MFGR#31,MFGR#313,metallic,LARGE BURNISHED TIN,5,JUMBO PKG
4936,blue azure,MFGR#5,MFGR#51,MFGR#5137,turquoise,MEDIUM PLATED BRASS,28,LG BAG
4937,khaki lawn,MFGR#1,MFGR#13,MFGR#1334,moccasin,LARGE BURNISHED NICKEL,11,JUMBO CAN
4938,burnished almond,MFGR#4,MFGR#45,MFGR#4515,firebrick,PROMO BURNISHED NICKEL,2,WRAP CASE
4939,olive wheat,MFGR#4,MFGR#43,MFGR#4324,khaki,PROMO PLATED TIN,43,LG CAN
4940,orchid dark,MFGR#1,MFGR#12,MFGR#1228,cyan,SMALL BRUSHED NICKEL,39,WRAP DRUM
4941,pale goldenrod,MFGR#1,MFGR#11,MFGR#1120,spring,MEDIUM BRUSHED STEEL,7,WRAP CASE
4942,mint wheat,MFGR#2,MFGR#24,MFGR#2410,medium,ECONOMY BURNISHED COPPER,7,WRAP BOX
4943,maroon drab,MFGR#2,MFGR#23,MFGR#2335,thistle,LARGE BRUSHED NICKEL,12,LG PKG
4944,aquamarine black,MFGR#5,MFGR#52,MFGR#525,lime,SMALL POLISHED NICKEL,26,SM CASE
4945,lime lace,MFGR#5,MFGR#52,MFGR#5233,rose,SMALL ANODIZED STEEL,40,MED PACK
4946,burnished blanched,MFGR#3,MFGR#32,MFGR#3218,peru,LARGE BRUSHED NICKEL,45,MED DRUM
4947,steel azure,MFGR#5,MFGR#53,MFGR#5330,chocolate,MEDIUM PLATED STEEL,18,JUMBO PKG
4948,indian almond,MFGR#1,MFGR#13,MFGR#1334,papaya,STANDARD BRUSHED TIN,35,MED JAR
4949,blue goldenrod,MFGR#4,MFGR#43,MFGR#431,black,ECONOMY BURNISHED TIN,1,LG PACK
4950,aquamarine maroon,MFGR#1,MFGR#14,MFGR#1434,beige,ECONOMY POLISHED STEEL,27,LG JAR
4951,navajo maroon,MFGR#1,MFGR#14,MFGR#141,cream,ECONOMY BURNISHED STEEL,3,JUMBO BOX
4952,frosted cornsilk,MFGR#5,MFGR#54,MFGR#541,goldenrod,LARGE POLISHED TIN,5,SM CASE
4953,white steel,MFGR#2,MFGR#22,MFGR#2212,beige,SMALL BURNISHED STEEL,8,SM CAN
4954,khaki floral,MFGR#4,MFGR#42,MFGR#4240,seashell,STANDARD PLATED STEEL,41,SM PKG
4955,beige blanched,MFGR#1,MFGR#11,MFGR#1125,papaya,ECONOMY BURNISHED STEEL,2,JUMBO BAG
4956,dark antique,MFGR#1,MFGR#15,MFGR#1517,pink,LARGE PLATED TIN,2,LG BOX
4957,midnight turquoise,MFGR#4,MFGR#42,MFGR#4230,mint,PROMO BRUSHED STEEL,37,SM JAR
4958,violet cream,MFGR#1,MFGR#11,MFGR#111,green,STANDARD BRUSHED BRASS,15,SM PKG
4959,gainsboro drab,MFGR#3,MFGR#34,MFGR#3438,tan,LARGE BRUSHED NICKEL,38,WRAP CAN
4960,cornsilk cream,MFGR#1,MFGR#15,MFGR#1539,hot,LARGE ANODIZED STEEL,13,WRAP BAG
4961,maroon dodger,MFGR#5,MFGR#51,MFGR#5115,tomato,MEDIUM ANODIZED NICKEL,17,MED DRUM
4962,coral wheat,MFGR#2,MFGR#23,MFGR#2328,dodger,LARGE BURNISHED NICKEL,46,SM JAR
4963,seashell steel,MFGR#2,MFGR#25,MFGR#251,snow,MEDIUM BURNISHED NICKEL,41,MED BAG
4964,chartreuse goldenrod,MFGR#1,MFGR#13,MFGR#1331,puff,MEDIUM POLISHED COPPER,25,MED PACK
4965,lavender deep,MFGR#3,MFGR#34,MFGR#3421,puff,STANDARD PLATED BRASS,30,LG BAG
4966,blanched lawn,MFGR#5,MFGR#53,MFGR#5324,aquamarine,ECONOMY ANODIZED COPPER,8,JUMBO BAG
4967,cream plum,MFGR#3,MFGR#32,MFGR#324,papaya,SMALL BURNISHED STEEL,8,SM BAG
4968,rosy olive,MFGR#1,MFGR#11,MFGR#1110,red,MEDIUM POLISHED TIN,1,WRAP CAN
4969,powder green,MFGR#1,MFGR#12,MFGR#126,forest,LARGE BURNISHED COPPER,48,WRAP PACK
4970,grey cornflower,MFGR#2,MFGR#23,MFGR#231,sandy,SMALL BURNISHED NICKEL,2,LG CAN
4971,pale peru,MFGR#2,MFGR#24,MFGR#2436,antique,LARGE POLISHED STEEL,29,LG BAG
4972,burlywood bisque,MFGR#2,MFGR#23,MFGR#237,green,STANDARD BURNISHED TIN,30,WRAP DRUM
4973,rose thistle,MFGR#2,MFGR#24,MFGR#2415,beige,MEDIUM ANODIZED NICKEL,23,SM CASE
4974,snow olive,MFGR#4,MFGR#41,MFGR#4122,peach,STANDARD POLISHED TIN,34,LG DRUM
4975,magenta sky,MFGR#2,MFGR#22,MFGR#2236,tomato,ECONOMY ANODIZED BRASS,2,MED CAN
4976,forest navy,MFGR#2,MFGR#24,MFGR#2423,goldenrod,STANDARD POLISHED BRASS,6,JUMBO CASE
4977,bisque powder,MFGR#1,MFGR#15,MFGR#1533,mint,MEDIUM POLISHED COPPER,33,JUMBO CASE
4978,mint lace,MFGR#2,MFGR#22,MFGR#2217,bisque,MEDIUM BURNISHED TIN,26,MED CASE
4979,lavender maroon,MFGR#4,MFGR#42,MFGR#4213,chocolate,STANDARD BURNISHED STEEL,20,LG BAG
4980,cornflower rosy,MFGR#4,MFGR#41,MFGR#4128,violet,ECONOMY POLISHED STEEL,13,JUMBO PKG
4981,puff purple,MFGR#2,MFGR#21,MFGR#2110,tomato,PROMO BURNISHED STEEL,15,SM CASE
4982,black coral,MFGR#1,MFGR#13,MFGR#1328,goldenrod,SMALL BURNISHED BRASS,24,SM PKG
4983,drab seashell,MFGR#2,MFGR#25,MFGR#253,peach,ECONOMY POLISHED COPPER,14,WRAP BAG
4984,pink green,MFGR#5,MFGR#55,MFGR#5534,navy,SMALL ANODIZED NICKEL,10,JUMBO PKG
4985,turquoise chartreuse,MFGR#3,MFGR#34,MFGR#3410,lawn,ECONOMY BRUSHED BRASS,47,WRAP BAG
4986,plum metallic,MFGR#4,MFGR#42,MFGR#4212,burnished,STANDARD ANODIZED TIN,38,WRAP DRUM
4987,lavender indian,MFGR#4,MFGR#43,MFGR#4326,beige,MEDIUM BURNISHED BRASS,13,WRAP BAG
4988,plum misty,MFGR#5,MFGR#51,MFGR#5124,tan,MEDIUM PLATED TIN,20,JUMBO PKG
4989,lavender bisque,MFGR#5,MFGR#52,MFGR#5228,midnight,SMALL PLATED COPPER,22,WRAP JAR
4990,frosted orchid,MFGR#4,MFGR#44,MFGR#4433,chartreuse,PROMO BURNISHED NICKEL,34,SM CAN
4991,blush magenta,MFGR#3,MFGR#34,MFGR#3412,floral,STANDARD POLISHED COPPER,13,JUMBO PKG
4992,lemon white,MFGR#3,MFGR#35,MFGR#3529,beige,MEDIUM ANODIZED TIN,6,LG BOX
4993,pale bisque,MFGR#1,MFGR#11,MFGR#1125,red,STANDARD PLATED STEEL,28,LG BAG
4994,plum misty,MFGR#2,MFGR#21,MFGR#2124,almond,SMALL BURNISHED STEEL,27,JUMBO PKG
4995,ghost green,MFGR#5,MFGR#51,MFGR#5138,ivory,LARGE BRUSHED TIN,5,JUMBO CAN
4996,maroon cyan,MFGR#5,MFGR#52,MFGR#5212,firebrick,LARGE POLISHED TIN,18,LG PKG
4997,turquoise lace,MFGR#2,MFGR#23,MFGR#2317,azure,STANDARD ANODIZED NICKEL,40,MED CASE
4998,burnished blush,MFGR#1,MFGR#12,MFGR#1213,papaya,ECONOMY BRUSHED TIN,25,WRAP JAR
4999,blue cyan,MFGR#4,MFGR#43,MFGR#4311,olive,SMALL BRUSHED TIN,9,MED BOX
5000,blush papaya,MFGR#4,MFGR#43,MFGR#4328,seashell,MEDIUM BRUSHED BRASS,31,LG JAR
5001,floral goldenrod,MFGR#4,MFGR#45,MFGR#4540,mint,MEDIUM BRUSHED TIN,21,JUMBO PACK
5002,tan cornsilk,MFGR#2,MFGR#21,MFGR#216,firebrick,MEDIUM BURNISHED NICKEL,25,LG CASE
5003,moccasin medium,MFGR#3,MFGR#32,MFGR#3213,bisque,ECONOMY POLISHED TIN,35,LG DRUM
5004,salmon bisque,MFGR#2,MFGR#22,MFGR#2212,lace,SMALL BRUSHED BRASS,20,WRAP JAR
5005,seashell khaki,MFGR#4,MFGR#43,MFGR#4324,goldenrod,MEDIUM ANODIZED BRASS,31,WRAP PKG
5006,blush orchid,MFGR#1,MFGR#11,MFGR#1113,smoke,LARGE BRUSHED BRASS,48,JUMBO DRUM
5007,metallic beige,MFGR#3,MFGR#31,MFGR#3121,drab,MEDIUM PLATED BRASS,10,LG CASE
5008,chocolate steel,MFGR#1,MFGR#14,MFGR#1410,powder,LARGE ANODIZED TIN,30,JUMBO PACK
5009,saddle ghost,MFGR#3,MFGR#31,MFGR#3140,cyan,MEDIUM BRUSHED TIN,37,LG PACK
5010,magenta pink,MFGR#3,MFGR#33,MFGR#337,chocolate,LARGE BURNISHED TIN,49,LG BAG
5011,tan cyan,MFGR#5,MFGR#51,MFGR#5121,black,PROMO BURNISHED TIN,10,SM JAR
5012,khaki grey,MFGR#2,MFGR#22,MFGR#2236,drab,LARGE BRUSHED BRASS,45,LG BOX
5013,metallic plum,MFGR#5,MFGR#52,MFGR#5214,yellow,LARGE POLISHED NICKEL,34,JUMBO PACK
5014,grey metallic,MFGR#2,MFGR#21,MFGR#2127,blanched,PROMO ANODIZED NICKEL,13,LG PACK
5015,lace burnished,MFGR#5,MFGR#52,MFGR#5218,smoke,STANDARD POLISHED NICKEL,14,WRAP PACK
5016,plum moccasin,MFGR#4,MFGR#42,MFGR#4213,purple,SMALL POLISHED STEEL,37,SM PKG
5017,forest maroon,MFGR#3,MFGR#35,MFGR#3540,cream,MEDIUM ANODIZED NICKEL,17,MED BAG
5018,lemon chiffon,MFGR#1,MFGR#15,MFGR#1540,dark,STANDARD PLATED COPPER,20,MED BOX
5019,firebrick grey,MFGR#1,MFGR#14,MFGR#1410,green,STANDARD POLISHED COPPER,4,MED PACK
5020,moccasin chartreuse,MFGR#4,MFGR#44,MFGR#4431,snow,SMALL BURNISHED TIN,9,SM DRUM
5021,pink dodger,MFGR#4,MFGR#43,MFGR#4338,gainsboro,SMALL PLATED COPPER,41,LG BOX
5022,red khaki,MFGR#1,MFGR#14,MFGR#1416,ivory,PROMO POLISHED COPPER,23,MED BOX
5023,azure chiffon,MFGR#2,MFGR#23,MFGR#2331,antique,MEDIUM BURNISHED BRASS,11,JUMBO PKG
5024,mint green,MFGR#2,MFGR#24,MFGR#2420,navajo,ECONOMY PLATED COPPER,12,WRAP PACK
5025,drab dim,MFGR#5,MFGR#54,MFGR#5434,blush,STANDARD BRUSHED BRASS,46,MED CAN
5026,blue maroon,MFGR#5,MFGR#51,MFGR#5120,blanched,MEDIUM ANODIZED NICKEL,4,SM PACK
5027,blue chartreuse,MFGR#2,MFGR#24,MFGR#2433,ivory,PROMO ANODIZED BRASS,25,JUMBO JAR
5028,blanched black,MFGR#3,MFGR#32,MFGR#3214,firebrick,LARGE BRUSHED STEEL,2,JUMBO BOX
5029,navajo dark,MFGR#5,MFGR#55,MFGR#5520,aquamarine,ECONOMY BURNISHED TIN,36,MED PACK
5030,forest sandy,MFGR#4,MFGR#42,MFGR#425,firebrick,PROMO BURNISHED TIN,14,JUMBO CASE
5031,puff purple,MFGR#4,MFGR#41,MFGR#414,orchid,ECONOMY POLISHED TIN,14,SM BAG
5032,hot tomato,MFGR#1,MFGR#14,MFGR#1438,spring,SMALL PLATED BRASS,37,LG BAG
5033,bisque beige,MFGR#4,MFGR#41,MFGR#4121,floral,MEDIUM BURNISHED TIN,21,JUMBO DRUM
5034,seashell beige,MFGR#4,MFGR#41,MFGR#4134,goldenrod,ECONOMY PLATED COPPER,2,LG PKG
5035,frosted royal,MFGR#4,MFGR#41,MFGR#4130,coral,SMALL ANODIZED NICKEL,18,LG PKG
5036,navajo sky,MFGR#2,MFGR#22,MFGR#2223,misty,LARGE BURNISHED COPPER,34,LG PKG
5037,powder linen,MFGR#2,MFGR#23,MFGR#2326,slate,SMALL BURNISHED STEEL,39,SM PACK
5038,blue thistle,MFGR#5,MFGR#51,MFGR#5138,brown,SMALL BRUSHED BRASS,12,MED BOX
5039,misty coral,MFGR#4,MFGR#41,MFGR#417,deep,MEDIUM BRUSHED BRASS,46,MED BAG
5040,green indian,MFGR#4,MFGR#44,MFGR#446,spring,STANDARD BRUSHED NICKEL,17,WRAP JAR
5041,burnished olive,MFGR#1,MFGR#14,MFGR#1422,saddle,MEDIUM POLISHED COPPER,26,SM CASE
5042,grey indian,MFGR#4,MFGR#42,MFGR#428,medium,LARGE POLISHED BRASS,25,SM DRUM
5043,firebrick cyan,MFGR#3,MFGR#34,MFGR#3410,linen,SMALL ANODIZED TIN,29,MED DRUM
5044,thistle antique,MFGR#1,MFGR#11,MFGR#118,blush,LARGE PLATED NICKEL,8,LG PACK
5045,ghost dark,MFGR#4,MFGR#42,MFGR#4213,pink,PROMO BURNISHED COPPER,43,MED CAN
5046,royal beige,MFGR#4,MFGR#44,MFGR#4431,frosted,LARGE BRUSHED BRASS,47,LG BOX
5047,coral cyan,MFGR#5,MFGR#55,MFGR#5531,blush,STANDARD PLATED STEEL,20,SM DRUM
5048,green black,MFGR#1,MFGR#14,MFGR#1426,metallic,SMALL BRUSHED BRASS,36,MED DRUM
5049,azure khaki,MFGR#2,MFGR#22,MFGR#2220,steel,MEDIUM ANODIZED STEEL,23,LG PKG
5050,light azure,MFGR#3,MFGR#35,MFGR#3525,frosted,STANDARD BURNISHED NICKEL,23,WRAP BOX
5051,dark royal,MFGR#2,MFGR#24,MFGR#2418,lavender,ECONOMY BURNISHED NICKEL,49,JUMBO CAN
5052,indian frosted,MFGR#2,MFGR#22,MFGR#2214,dark,LARGE ANODIZED TIN,48,LG DRUM
5053,cyan tomato,MFGR#1,MFGR#13,MFGR#135,misty,LARGE POLISHED BRASS,26,JUMBO CAN
5054,aquamarine pale,MFGR#1,MFGR#11,MFGR#1123,slate,MEDIUM PLATED BRASS,17,MED JAR
5055,papaya sky,MFGR#1,MFGR#12,MFGR#1212,mint,LARGE BRUSHED STEEL,30,SM BAG
5056,midnight turquoise,MFGR#4,MFGR#42,MFGR#4218,honeydew,MEDIUM BURNISHED STEEL,24,WRAP DRUM
5057,brown peru,MFGR#3,MFGR#34,MFGR#3440,linen,ECONOMY ANODIZED NICKEL,37,MED CAN
5058,sandy peru,MFGR#2,MFGR#21,MFGR#2134,gainsboro,SMALL POLISHED STEEL,41,MED CAN
5059,forest black,MFGR#4,MFGR#42,MFGR#424,burnished,LARGE BRUSHED TIN,12,LG CASE
5060,chocolate dim,MFGR#3,MFGR#34,MFGR#3412,midnight,MEDIUM POLISHED STEEL,22,WRAP DRUM
5061,snow burlywood,MFGR#1,MFGR#13,MFGR#1339,ivory,ECONOMY BURNISHED BRASS,21,MED BOX
5062,floral grey,MFGR#4,MFGR#44,MFGR#446,pale,PROMO PLATED COPPER,37,LG CASE
5063,indian slate,MFGR#4,MFGR#41,MFGR#4137,brown,LARGE POLISHED STEEL,47,SM DRUM
5064,blue cyan,MFGR#4,MFGR#45,MFGR#4513,forest,ECONOMY POLISHED STEEL,20,JUMBO BOX
5065,steel blanched,MFGR#2,MFGR#24,MFGR#244,rosy,MEDIUM BURNISHED BRASS,46,WRAP CASE
5066,bisque cornsilk,MFGR#3,MFGR#31,MFGR#3136,seashell,LARGE PLATED BRASS,19,LG BAG
5067,beige spring,MFGR#5,MFGR#52,MFGR#5231,firebrick,STANDARD ANODIZED STEEL,25,MED PACK
5068,ghost almond,MFGR#3,MFGR#31,MFGR#3116,ivory,MEDIUM PLATED BRASS,32,JUMBO BAG
5069,violet blue,MFGR#2,MFGR#23,MFGR#2322,almond,STANDARD POLISHED STEEL,3,LG DRUM
5070,metallic wheat,MFGR#3,MFGR#33,MFGR#334,olive,ECONOMY PLATED TIN,6,MED BOX
5071,peach almond,MFGR#4,MFGR#44,MFGR#4431,medium,STANDARD BRUSHED BRASS,37,SM BAG
5072,lavender lace,MFGR#1,MFGR#14,MFGR#1434,spring,ECONOMY PLATED TIN,16,SM DRUM
5073,green deep,MFGR#4,MFGR#45,MFGR#4536,plum,LARGE BRUSHED COPPER,43,SM CASE
5074,maroon tomato,MFGR#3,MFGR#31,MFGR#3123,black,PROMO BURNISHED STEEL,50,SM PKG
5075,red dim,MFGR#3,MFGR#34,MFGR#3417,spring,LARGE BURNISHED TIN,26,LG BAG
5076,deep lime,MFGR#3,MFGR#31,MFGR#312,purple,LARGE BRUSHED TIN,12,WRAP BOX
5077,lemon moccasin,MFGR#5,MFGR#55,MFGR#5535,floral,PROMO BRUSHED NICKEL,11,JUMBO BAG
5078,chiffon maroon,MFGR#5,MFGR#53,MFGR#5320,peru,LARGE BRUSHED NICKEL,14,MED PKG
5079,brown frosted,MFGR#1,MFGR#13,MFGR#1336,cornflower,MEDIUM BRUSHED BRASS,17,LG CASE
5080,indian violet,MFGR#2,MFGR#21,MFGR#2137,pink,ECONOMY ANODIZED BRASS,32,WRAP BAG
5081,spring light,MFGR#2,MFGR#23,MFGR#2333,antique,ECONOMY POLISHED NICKEL,32,JUMBO BOX
5082,lime ghost,MFGR#3,MFGR#31,MFGR#3137,beige,SMALL BRUSHED COPPER,29,JUMBO BAG
5083,cornsilk olive,MFGR#5,MFGR#52,MFGR#5233,forest,STANDARD ANODIZED STEEL,19,SM CASE
5084,orange burlywood,MFGR#5,MFGR#54,MFGR#5427,slate,SMALL BURNISHED NICKEL,21,WRAP BAG
5085,cyan chiffon,MFGR#1,MFGR#12,MFGR#128,wheat,SMALL BRUSHED COPPER,28,MED CASE
5086,burnished azure,MFGR#2,MFGR#22,MFGR#2240,orange,LARGE BURNISHED TIN,27,MED PKG
5087,chartreuse wheat,MFGR#2,MFGR#25,MFGR#2532,forest,STANDARD ANODIZED TIN,38,JUMBO PKG
5088,light azure,MFGR#2,MFGR#22,MFGR#2231,chartreuse,STANDARD POLISHED BRASS,22,MED PKG
5089,seashell royal,MFGR#1,MFGR#13,MFGR#1312,blue,LARGE ANODIZED NICKEL,31,SM BOX
5090,lime hot,MFGR#3,MFGR#35,MFGR#3534,forest,STANDARD BURNISHED BRASS,10,MED PKG
5091,olive azure,MFGR#3,MFGR#33,MFGR#3317,gainsboro,LARGE BURNISHED BRASS,49,LG BAG
5092,maroon navajo,MFGR#4,MFGR#45,MFGR#4531,chocolate,LARGE POLISHED BRASS,43,SM CAN
5093,snow slate,MFGR#1,MFGR#11,MFGR#1116,red,LARGE BRUSHED BRASS,49,JUMBO PKG
5094,azure plum,MFGR#4,MFGR#41,MFGR#4119,wheat,ECONOMY POLISHED COPPER,18,WRAP BOX
5095,blush frosted,MFGR#3,MFGR#32,MFGR#3210,lemon,MEDIUM PLATED COPPER,2,WRAP DRUM
5096,medium brown,MFGR#3,MFGR#33,MFGR#337,forest,SMALL BRUSHED NICKEL,20,WRAP CASE
5097,cream hot,MFGR#3,MFGR#35,MFGR#3534,goldenrod,SMALL PLATED STEEL,4,MED BAG
5098,coral steel,MFGR#3,MFGR#35,MFGR#3540,lace,MEDIUM BURNISHED COPPER,10,WRAP PACK
5099,sky dodger,MFGR#4,MFGR#44,MFGR#4411,slate,PROMO BURNISHED TIN,21,WRAP CASE
5100,coral slate,MFGR#1,MFGR#11,MFGR#1114,bisque,ECONOMY POLISHED BRASS,1,WRAP CASE
5101,maroon orange,MFGR#2,MFGR#25,MFGR#2515,dodger,LARGE ANODIZED BRASS,19,SM DRUM
5102,cream antique,MFGR#2,MFGR#25,MFGR#2513,peru,LARGE PLATED STEEL,39,LG BOX
5103,bisque snow,MFGR#1,MFGR#11,MFGR#113,firebrick,PROMO PLATED TIN,24,JUMBO PACK
5104,chartreuse dodger,MFGR#2,MFGR#25,MFGR#2520,blue,PROMO POLISHED BRASS,30,SM BAG
5105,moccasin saddle,MFGR#5,MFGR#53,MFGR#5337,salmon,MEDIUM PLATED TIN,27,LG BOX
5106,blue drab,MFGR#4,MFGR#43,MFGR#4325,cyan,MEDIUM ANODIZED STEEL,4,SM DRUM
5107,navy plum,MFGR#1,MFGR#11,MFGR#1131,chocolate,LARGE BURNISHED COPPER,36,MED PKG
5108,powder midnight,MFGR#1,MFGR#14,MFGR#1431,purple,ECONOMY BURNISHED COPPER,7,SM BOX
5109,deep sienna,MFGR#2,MFGR#23,MFGR#2328,slate,STANDARD PLATED TIN,44,WRAP CAN
5110,indian blush,MFGR#5,MFGR#53,MFGR#531,coral,LARGE POLISHED BRASS,14,MED CASE
5111,blanched antique,MFGR#1,MFGR#11,MFGR#1110,turquoise,SMALL PLATED COPPER,18,LG PKG
5112,midnight dodger,MFGR#2,MFGR#23,MFGR#2315,lawn,STANDARD PLATED TIN,38,WRAP PACK
5113,frosted navy,MFGR#5,MFGR#55,MFGR#5515,royal,SMALL POLISHED NICKEL,34,MED JAR
5114,turquoise frosted,MFGR#1,MFGR#13,MFGR#1325,indian,MEDIUM BURNISHED TIN,40,MED PACK
5115,lavender dim,MFGR#5,MFGR#52,MFGR#526,almond,PROMO POLISHED COPPER,26,WRAP BOX
5116,cornflower goldenrod,MFGR#3,MFGR#32,MFGR#3237,dim,ECONOMY POLISHED STEEL,50,MED CASE
5117,pale grey,MFGR#3,MFGR#33,MFGR#3324,light,MEDIUM BURNISHED BRASS,7,JUMBO BAG
5118,smoke green,MFGR#1,MFGR#13,MFGR#1331,chartreuse,LARGE BRUSHED COPPER,29,SM JAR
5119,black coral,MFGR#1,MFGR#13,MFGR#1315,cyan,PROMO BURNISHED NICKEL,3,WRAP BOX
5120,purple mint,MFGR#3,MFGR#32,MFGR#329,linen,SMALL POLISHED NICKEL,31,WRAP BOX
5121,sky aquamarine,MFGR#5,MFGR#55,MFGR#5531,beige,ECONOMY BURNISHED COPPER,3,LG CASE
5122,maroon floral,MFGR#1,MFGR#14,MFGR#146,peach,ECONOMY BURNISHED NICKEL,40,MED CAN
5123,dodger antique,MFGR#2,MFGR#21,MFGR#2125,magenta,PROMO ANODIZED BRASS,38,LG JAR
5124,aquamarine midnight,MFGR#2,MFGR#24,MFGR#2433,orchid,MEDIUM POLISHED BRASS,19,MED BAG
5125,peru burnished,MFGR#1,MFGR#15,MFGR#1522,misty,PROMO BRUSHED NICKEL,7,WRAP BAG
5126,turquoise navajo,MFGR#1,MFGR#12,MFGR#1214,coral,PROMO PLATED STEEL,32,SM PACK
5127,purple green,MFGR#4,MFGR#45,MFGR#4526,chocolate,PROMO BRUSHED NICKEL,18,JUMBO JAR
5128,khaki smoke,MFGR#5,MFGR#51,MFGR#5134,rose,SMALL POLISHED STEEL,30,SM PACK
5129,dim chocolate,MFGR#1,MFGR#14,MFGR#1433,lavender,PROMO POLISHED COPPER,12,LG BOX
5130,pink lemon,MFGR#1,MFGR#13,MFGR#1313,magenta,PROMO BRUSHED TIN,41,SM PACK
5131,almond sandy,MFGR#2,MFGR#22,MFGR#2210,aquamarine,MEDIUM BURNISHED TIN,30,MED CASE
5132,black orange,MFGR#1,MFGR#15,MFGR#1539,chocolate,LARGE ANODIZED COPPER,27,SM PACK
5133,blush dim,MFGR#5,MFGR#53,MFGR#5319,steel,STANDARD BRUSHED NICKEL,2,JUMBO BAG
5134,steel rosy,MFGR#4,MFGR#44,MFGR#4435,floral,ECONOMY BURNISHED COPPER,8,LG PACK
5135,lime chiffon,MFGR#4,MFGR#41,MFGR#4138,sky,STANDARD POLISHED COPPER,15,JUMBO PACK
5136,midnight orange,MFGR#3,MFGR#35,MFGR#3512,beige,SMALL PLATED COPPER,20,WRAP PACK
